Species,Method,Abundance,F,CV,Error_para,Scenario
Medium-lived,LBRA,-0.813055867,0.787263071,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.74700976,0.43240972,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.507864615,0.041698972,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.812182583,0.779489445,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.484777374,-0.005876475,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.842357393,1.112979628,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.577581808,0.159350171,High,Linf,High CV*Non-equilibrium
Medium-lived,LBRA,-0.820656234,0.859041576,High,Linf,High CV*Non-equilibrium
Long-lived,LBSPR,-0.36998276,0.350546886,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.172488139,0.051236495,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.223889306,0.116938776,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.191129028,0.073137255,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.357472692,0.328646125,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.295041279,0.219142324,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.2630046,0.175340803,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.240089363,0.138839536,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.194906749,0.080437509,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.258416943,0.16804055,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.232534411,0.131539283,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.200294204,0.087737762,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.333726767,0.284844605,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.290922422,0.21184207,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.228953743,0.124239029,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.215887487,0.109638522,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.187218128,0.065837002,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.229866122,0.124239029,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.251469741,0.153440043,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.345534468,0.306745365,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.423470451,0.452750434,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.18986127,0.073137255,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.474880738,0.562254235,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.214375111,0.102338269,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.350545508,0.314045618,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.447689466,0.503852208,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.169893149,0.043936241,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.198460024,0.080437509,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.30414553,0.233742831,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.194927546,0.080437509,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.284489079,0.204541817,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.309247934,0.241043084,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.301103399,0.233742831,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.216571624,0.109638522,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.368631817,0.343246632,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.187596004,0.073137255,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.394538174,0.394348406,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.219882615,0.109638522,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.256852229,0.160740296,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.382574787,0.372447646,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.345377529,0.306745365,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.174016797,0.051236495,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.331284672,0.277544351,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.218961328,0.109638522,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.181955343,0.065837002,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.303853873,0.233742831,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.437125659,0.481951448,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.164326422,0.043936241,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.273183934,0.18994131,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.408687478,0.42354942,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.283649461,0.204541817,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.252394467,0.160740296,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.451867426,0.511152461,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.464084963,0.540353475,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.165873486,0.043936241,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.233656363,0.131539283,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.435692909,0.474651194,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.278110127,0.197241564,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.309249571,0.241043084,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.27024652,0.182641057,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.179685629,0.058536748,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.350424987,0.314045618,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.241881551,0.146139789,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.346649539,0.306745365,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.383559567,0.372447646,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.368712237,0.343246632,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.485878731,0.591455249,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.209942608,0.102338269,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.184131506,0.065837002,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.177356587,0.058536748,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.270872855,0.182641057,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.358653499,0.328646125,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.204899663,0.095038015,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.399658483,0.40164866,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.19010821,0.073137255,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.188103538,0.073137255,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.290310819,0.21184207,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.217834412,0.109638522,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.279208468,0.197241564,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.301653694,0.233742831,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.276938693,0.197241564,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.215496826,0.109638522,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.298726388,0.226442577,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.190467118,0.073137255,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.264446368,0.175340803,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.24703512,0.146139789,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.38795907,0.379747899,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.502304717,0.627956516,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.295931205,0.219142324,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.22462452,0.116938776,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.258602092,0.16804055,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.328274285,0.277544351,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.263329294,0.175340803,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.274063075,0.18994131,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.396263056,0.394348406,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.229327389,0.124239029,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.265188531,0.175340803,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.253755849,0.160740296,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.422216374,0.44545018,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.378636969,0.365147393,Low,Linf,Low CV*Equilibrium
Long-lived,LBSPR,-0.657227611,1.138974257,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.385450786,0.379747899,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.267599412,0.182641057,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.55016112,0.759361078,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.557250398,0.781261838,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.353123663,0.314045618,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.616098572,0.971068428,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.654428699,1.12437375,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.479723999,0.576854742,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.347469979,0.306745365,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.335256535,0.284844605,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.177660366,0.058536748,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.430814972,0.467350941,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.628294156,1.022170202,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.450976674,0.511152461,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.522056727,0.67905829,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.4534061,0.518452715,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.224081368,0.116938776,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.512752427,0.65715753,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.475896463,0.569554489,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.714576435,1.438284648,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.650068633,1.109773243,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.430043461,0.467350941,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.297594533,0.226442577,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.66882181,1.190076031,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.39764499,0.40164866,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.617442844,0.978368681,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.40424249,0.408948913,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.430401851,0.467350941,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.385737374,0.379747899,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.242362096,0.146139789,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.697879587,1.343381353,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.461653827,0.533053222,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.568536136,0.817763106,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.173678876,0.051236495,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.579822472,0.846964119,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.279300543,0.197241564,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.619616909,0.985668935,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.405556474,0.416249167,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.56330404,0.795862345,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.25860253,0.16804055,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.671388207,1.204676538,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.496595229,0.613356009,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.55861886,0.788562092,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.715587997,1.445584901,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,NA,NA,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.420482008,0.44545018,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.572037134,0.825063359,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.366360181,0.343246632,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.542875492,0.737460318,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.689888408,1.299579832,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.642588683,1.073271976,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.386467214,0.379747899,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.674633645,1.219277045,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.356215058,0.321345872,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.39631028,0.394348406,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.505128976,0.63525677,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.417929534,0.438149927,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.699194339,1.350681606,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.492509754,0.606055756,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.199385973,0.087737762,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.218539864,0.109638522,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.526559948,0.693658797,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.359990829,0.328646125,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.37177071,0.350546886,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.745194723,1.664592504,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.602027654,0.919966654,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.397369127,0.40164866,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.243280799,0.146139789,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.410625101,0.42354942,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.651276281,1.109773243,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.561308437,0.795862345,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.327983248,0.277544351,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.625412961,1.007569695,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.289653128,0.21184207,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.216639973,0.109638522,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.5896114,0.883465387,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.761228675,1.810597573,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.768325456,1.890900361,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.362289174,0.335946379,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.755851893,1.759495799,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.866642545,2.99323863,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.259109517,0.16804055,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.280907099,0.197241564,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.535346959,0.715559557,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.671525187,1.204676538,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.581005472,0.854264373,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.215468826,0.109638522,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.294651641,0.219142324,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.588604509,0.876165133,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.249757213,0.153440043,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.201149751,0.087737762,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.586197654,0.86886488,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.431632414,0.467350941,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.583454597,0.861564626,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.679463637,1.241177805,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.256868342,0.160740296,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.610317584,0.949167667,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.40014826,0.40164866,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.284842818,0.204541817,Base,Linf,Medium CV*Equilibrium
Long-lived,LBSPR,-0.54562125,0.744760571,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.780448514,2.044205683,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.558656417,0.788562092,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.469263576,0.547653728,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.536088927,0.722859811,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.818661858,2.416518608,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.676642397,1.226577298,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.63615749,1.051371216,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.747808788,1.686493264,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.703162054,1.372582367,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.688296871,1.284979325,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.674414464,1.219277045,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.688050099,1.284979325,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.724979998,1.511287182,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.578881887,0.846964119,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.878384653,3.183045219,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.274211219,0.18994131,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.824290076,2.474920636,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.839119972,2.620925704,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.531057441,0.708259304,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.697025559,1.3360811,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.519507914,0.67905829,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.458073909,0.525752968,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.791907935,2.161009738,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.661654603,1.160875017,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.704262748,1.37988262,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.811660553,2.343516074,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.553851658,0.773961585,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.56141739,0.795862345,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.877261558,3.146543952,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.329173588,0.277544351,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.270688473,0.182641057,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.425394712,0.452750434,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,NA,NA,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.853273028,2.796131787,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.849688054,2.75963052,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.631315443,1.029470455,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.641419794,1.073271976,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.785254338,2.117208217,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.641976695,1.073271976,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.517094799,0.671758037,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.570393311,0.817763106,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.640812955,1.065971722,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.687827284,1.284979325,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.858225521,2.869134321,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.35942843,0.328646125,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.543410301,0.737460318,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.637648499,1.058671469,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.424177432,0.452750434,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.722597647,1.489386422,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.630727259,1.029470455,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.89381783,3.445854343,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.762255298,1.82519808,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.577514011,0.839663866,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.31879574,0.262943844,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.744268456,1.657292251,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.324264455,0.270244098,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.247124817,0.153440043,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.718528876,1.467485661,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.821990207,2.423818862,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.711239436,1.416383887,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.5146909,0.664457783,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.24950269,0.153440043,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.581320155,0.854264373,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.61658429,0.978368681,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.873956655,3.095442178,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.785063863,2.109907964,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.849037077,2.745030013,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.822964895,2.445719622,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.77794581,2.007704416,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.835353429,2.591724691,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.233163556,0.131539283,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.747721448,1.686493264,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.531629409,0.708259304,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.848393995,2.730429506,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.692684934,1.314180339,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.538764012,0.730160064,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.712778773,1.430984394,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.491137974,0.606055756,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.709772059,1.409083634,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.764232858,1.84709884,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.535155259,0.715559557,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.776180868,1.985803655,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.631880463,1.029470455,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.73538471,1.584289716,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.854360263,2.8253328,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.850281433,2.774231026,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.621952491,0.992969188,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.87821135,3.175744965,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.729386211,1.540488196,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.678218343,1.233877551,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.600474383,0.919966654,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.282859294,0.204541817,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.840204633,2.650126718,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.610810859,0.956467921,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.776104065,1.985803655,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.244299237,0.146139789,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.710809171,1.416383887,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.797523858,2.204811258,High,Linf,High CV*Equilibrium
Long-lived,LBSPR,-0.746061923,1.671892758,High,Linf,High CV*Equilibrium
Long-lived,LBB,0.041042634,-0.372914244,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.465116954,-0.632666066,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.399286737,-0.595582854,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.497043599,-0.645954499,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.054530983,-0.389001434,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.205698776,-0.491292517,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.294143163,-0.548086736,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.357440157,-0.580743834,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.44687773,-0.623109166,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.313015242,-0.548648096,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.348531868,-0.577578239,Low,Linf,Low CV*Equilibrium
Long-lived,LBB,0.470018882,-0.637670341,Low,Linf,Low CV*Equilibrium
